method,port,vhost,uri,status
HEAD,80,jlaqufj,http://jlaqufj/,404
HEAD,80,fnccizfxmtrwdw,http://fnccizfxmtrwdw/,404
HEAD,80,ottlqpivdcw,http://ottlqpivdcw/,404
GET,80,demosite.appvance.com,http://demosite.appvance.com/products?utf8=%E2%9C%93&taxon=&keywords=bag,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/cart_link,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/t/brands/bags,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/cart_link,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/cart_link,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/t/brands/ruby,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/cart_link,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/t/brands/apache,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/cart_link,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/t/brands/spree,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/spree/products/43/small/spree_stein.jpeg?1499978154,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/spree/products/45/small/spree_mug.jpeg?1499978155,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/cart_link,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/t/brands/spree?utf8=%E2%9C%93&per_page=&search%5Bprice_range_any%5D%5B%5D=%2418.00+-+%2420.00,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/cart_link,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/t/brands/spree?utf8=%E2%9C%93&per_page=&search%5Bprice_range_any%5D%5B%5D=%2420.00+or+over,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/cart_link,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/t/brands/spree?utf8=%E2%9C%93&per_page=&search%5Bprice_range_any%5D%5B%5D=%2415.00+-+%2418.00,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/spree/products/43/small/spree_stein.jpeg?1499978154,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/cart_link,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/t/brands/spree?utf8=%E2%9C%93&per_page=&search%5Bprice_range_any%5D%5B%5D=Under+%2410.00,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/cart_link,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/t/brands/spree?utf8=%E2%9C%93&per_page=&search%5Bprice_range_any%5D%5B%5D=%2410.00+-+%2415.00,200
GET,80,demosite.appvance.com,http://demosite.appvance.com/assets/spree/frontend/all-2add5141235941778d5f385ae3221bae7b3cec339ba9da43594ccb79d20182bb.css,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/spree/products/45/small/spree_mug.jpeg?1499978155,304
GET,80,demosite.appvance.com,http://demosite.appvance.com/cart_link,304
